#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
1040	SYT9_AD	SYT9	143425	AD	0.8458	0.0003	0.5035	0.0036	0.0000	0.3140	0.0000	0.5035	0.5035	1.0000	0		Epileptic spasm (HP:0011097)-hydrocephaly (MP:0001891), 		Proximity to TUBB2A associated with Cortical dysplasia, complex, with other brain malformations 5 (OMIM:615763): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to TUBB2A Epileptic spasm (HP:0011097)-abnormal axon morphology (MP:0005404), 	
1040	NDC80_AR	NDC80	10403	AR	0.8460	0.0003	0.5065	0.0000	0.0000	0.0000	0.0000	0.5065	0.5065	1.0000	0				Proximity to SMC1A associated with Atypical Rett syndrome (ORPHA:3095): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	CHST5_AD	CHST5	23563	AD	0.8460	0.0003	0.5064	0.0000	0.0000	0.0000	0.0000	0.5064	0.5064	1.0000	0				Proximity to ST3GAL3 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	PARN_AD	PARN	5073	AD	0.8463	0.0003	0.5062	0.0000	0.0000	0.0000	0.0000	0.5062	0.5062	1.0000	0				Proximity to EXOSC5 associated with Cerebellar ataxia, brain abnormalities, and cardiac conduction defects (OMIM:619576): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	ATP5MG_AR	ATP5MG	10632	AR	0.8463	0.0003	0.5062	0.0000	0.0000	0.0000	0.0000	0.5062	0.5062	1.0000	0				Proximity to ATP5F1E associated with Isolated ATP synthase deficiency (ORPHA:254913): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	ATP5ME_AD	ATP5ME	521	AD	0.8463	0.0003	0.5062	0.0000	0.0000	0.0000	0.0000	0.5062	0.5062	1.0000	0				Proximity to MT-ATP8 associated with Isolated ATP synthase deficiency (ORPHA:254913): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	KCNG3_AD	KCNG3	170850	AD	0.8463	0.0003	0.5061	0.0000	0.0000	0.0000	0.0000	0.5061	0.5061	1.0000	0				Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	KCNG3_AR	KCNG3	170850	AR	0.8463	0.0003	0.5061	0.0000	0.0000	0.0000	0.0000	0.5061	0.5061	1.0000	0				Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	PROZ_AR	PROZ	8858	AR	0.8463	0.0003	0.5000	0.0069	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CTSD associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CTSD Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	KCNF1_AR	KCNF1	3754	AR	0.8463	0.0003	0.5061	0.0000	0.0000	0.0000	0.0000	0.5061	0.5061	1.0000	0				Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	BHMT_AR	BHMT	635	AR	0.8464	0.0003	0.5061	0.0000	0.0000	0.0000	0.0000	0.5061	0.5061	1.0000	0				Proximity to MTHFR associated with Homocystinuria due to methylene tetrahydrofolate reductase deficiency (ORPHA:395): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to MTHFR Epileptic spasm (HP:0011097)-abnormal cerebellar granule layer morphology (MP:0000886), 	
1040	KCNH7_AD	KCNH7	90134	AD	0.8464	0.0003	0.5061	0.0000	0.0000	0.0000	0.0000	0.5061	0.5061	1.0000	0				Proximity to KCNQ5 associated with Intellectual developmental disorder, autosomal dominant 46 (OMIM:617601): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to KCNQ5 Epileptic spasm (HP:0011097)-abnormal afterhyperpolarization (MP:0003412), 	
1040	GSG1L_AR	GSG1L	146395	AR	0.8464	0.0003	0.5061	0.0000	0.0000	0.5061	0.0000	0.0000	0.5061	1.0000	0		Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 				
1040	NAV3_AR	NAV3	89795	AR	0.8464	0.0003	0.5000	0.0068	0.0000	0.2642	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to DNM1L associated with DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect (ORPHA:330050): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to DNM1L Epileptic spasm (HP:0011097)-enhanced sensorimotor gating (MP:0003889), 	
1040	HAO1_AD	HAO1	54363	AD	0.8467	0.0003	0.5057	0.0000	0.0000	0.0000	0.0000	0.5057	0.5057	1.0000	0				Proximity to TIMM50 associated with 3-methylglutaconic aciduria, type IX (OMIM:617698): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to TIMM50 Epileptic spasm (HP:0011097)-decreased total retina thickness (MP:0011965), 	
1040	KCNMB1_AR	KCNMB1	3779	AR	0.8467	0.0003	0.5057	0.0000	0.0000	0.0000	0.0000	0.5057	0.5057	1.0000	0				Proximity to KCNMA1 associated with Cerebellar atrophy, developmental delay, and seizures (OMIM:617643): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNMA1 Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
1040	KCNK2_AD	KCNK2	3776	AD	0.8467	0.0003	0.5057	0.0000	0.0000	0.5057	0.0000	0.0000	0.5057	1.0000	0		Epileptic spasm (HP:0011097)-abnormal response to CNS ischemic injury (MP:0003075), 				
1040	CNIH3_AR	CNIH3	149111	AR	0.8467	0.0003	0.5057	0.0000	0.0000	0.0000	0.0000	0.5057	0.5057	1.0000	0				Proximity to GRIA3 associated with Intellectual developmental disorder, X-linked syndromic, Wu type (OMIM:300699): Epileptic spasm (HP:0011097)-Focal tonic seizure (HP:0011167), 	Proximity to GRIA3 Epileptic spasm (HP:0011097)-abnormal long-term potentiation (MP:0002207), 	
1040	STXBP3_AR	STXBP3	6814	AR	0.8468	0.0003	0.5056	0.0000	0.0000	0.3010	0.0000	0.5056	0.5056	1.0000	0		Epileptic spasm (HP:0011097)-abnormal cerebral cortex morphology (MP:0000788), 		Proximity to EXOC8 associated with ?Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy (OMIM:619076): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	TLN2_AR	TLN2	83660	AR	0.8469	0.0003	0.5002	0.0060	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to LAMC3 associated with Cortical malformations, occipital (OMIM:614115): Epileptic spasm (HP:0011097)-Focal impaired awareness automatism seizure (HP:0032909), 	Proximity to LAMC3 Epileptic spasm (HP:0011097)-abnormal amacrine cell morphology (MP:0005240), 	
1040	F5_AD	F5	2153	AD	0.8469	0.0003	0.5055	0.0000	0.0000	0.0000	0.0000	0.5055	0.5055	1.0000	0				Proximity to MTHFR associated with Homocystinuria due to methylene tetrahydrofolate reductase deficiency (ORPHA:395): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to MTHFR Epileptic spasm (HP:0011097)-abnormal cerebellar granule layer morphology (MP:0000886), 	
1040	NLGN1_AR	NLGN1	22871	AR	0.8470	0.0003	0.2501	0.2890	0.0000	0.4877	0.0000	0.5002	0.5002	0.5000	0		Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 		Proximity to NBEA associated with Neurodevelopmental disorder with or without early-onset generalized epilepsy (OMIM:619157): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to NBEA Epileptic spasm (HP:0011097)-abnormal miniature endplate potential (MP:0004835), 	
1040	PLCG2_AD	PLCG2	5336	AD	0.8471	0.0003	0.5054	0.0000	0.0000	0.0000	0.0000	0.5054	0.5054	1.0000	0				Proximity to PI4KA associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	RPL13_AD	RPL13	6137	AD	0.8471	0.0003	0.5054	0.0000	0.0000	0.0000	0.0000	0.5054	0.5054	1.0000	0				Proximity to COX4I1 associated with Mitochondrial complex IV deficiency, nuclear type 16 (OMIM:619060): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	WDR31_AD	WDR31	114987	AD	0.8472	0.0003	0.5053	0.0000	0.0000	0.0000	0.0000	0.5053	0.5053	1.0000	0				Proximity to EEF1A2 associated with Intellectual developmental disorder, autosomal dominant 38 (OMIM:616393): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to EEF1A2 Epileptic spasm (HP:0011097)-sporadic seizures (MP:0000951), 	
1040	TAS1R1_AD	TAS1R1	80835	AD	0.8475	0.0003	0.5049	0.0001	0.0000	0.5049	0.0000	0.5001	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-abnormal somatic nervous system physiology (MP:0005423), 		Proximity to TRPM3 associated with Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures (OMIM:620224): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to TRPM3 Epileptic spasm (HP:0011097)-abnormal sensory neuron physiology (MP:0010055), 	
1040	DMD_XR	DMD	1756	XR	0.8476	0.0003	0.5049	0.0000	0.0000	0.2771	0.4942	0.5049	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuromuscular synapse morphology (MP:0001053), 	Epileptic spasm (HP:0011097)-muscle decreased functionality, abnormal (ZP:0001510), 	Proximity to KCNMA1 associated with Cerebellar atrophy, developmental delay, and seizures (OMIM:617643): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNMA1 Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
1040	DMD_XD	DMD	1756	XD	0.8476	0.0003	0.5049	0.0000	0.0000	0.2771	0.4942	0.5049	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuromuscular synapse morphology (MP:0001053), 	Epileptic spasm (HP:0011097)-muscle decreased functionality, abnormal (ZP:0001510), 	Proximity to KCNMA1 associated with Cerebellar atrophy, developmental delay, and seizures (OMIM:617643): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNMA1 Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
1040	FGF21_AD	FGF21	26291	AD	0.8476	0.0003	0.5049	0.0000	0.0000	0.5049	0.0000	0.5006	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-abnormal hypothalamus secretion (MP:0001752), 		Proximity to TGFB1 associated with Inflammatory bowel disease, immunodeficiency, and encephalopathy (OMIM:618213): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to TGFB1 Epileptic spasm (HP:0011097)-brain inflammation (MP:0001847), 	
1040	MYO3B_AD	MYO3B	140469	AD	0.8476	0.0003	0.5049	0.0000	0.0000	0.5049	0.0000	0.5000	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 		Proximity to SCN2A associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SCN2A Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
1040	MYO3B_AR	MYO3B	140469	AR	0.8476	0.0003	0.5049	0.0000	0.0000	0.5049	0.0000	0.5000	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 		Proximity to SCN2A associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SCN2A Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
1040	LRRTM4_AD	LRRTM4	80059	AD	0.8476	0.0003	0.5048	0.0000	0.0000	0.4451	0.0000	0.5048	0.5048	1.0000	0		Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 		Proximity to CTNNA2 associated with Cortical dysplasia, complex, with other brain malformations 9 (OMIM:618174): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CTNNA2 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	LRRTM4_AR	LRRTM4	80059	AR	0.8476	0.0003	0.5048	0.0000	0.0000	0.4451	0.0000	0.5048	0.5048	1.0000	0		Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 		Proximity to CTNNA2 associated with Cortical dysplasia, complex, with other brain malformations 9 (OMIM:618174): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CTNNA2 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	NTF3_AR	NTF3	4908	AR	0.8476	0.0003	0.5039	0.0010	0.0000	0.3305	0.0000	0.5039	0.5039	1.0000	0		Epileptic spasm (HP:0011097)-abnormal innervation pattern to muscle (MP:0001052), 		Proximity to NTRK2 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to NTRK2 Epileptic spasm (HP:0011097)-impaired synaptic plasticity (MP:0001900), 	
1040	EPC1_AD	EPC1	80314	AD	0.8477	0.0003	0.5047	0.0000	0.0000	0.0000	0.0000	0.5047	0.5047	1.0000	0				Proximity to ACTL6B associated with Intellectual developmental disorder with severe speech and ambulation defects (OMIM:618470): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ACTL6B Epileptic spasm (HP:0011097)-abnormal myelination (MP:0000920), 	
1040	ING5_AR	ING5	84289	AR	0.8478	0.0003	0.5046	0.0000	0.0000	0.0000	0.0000	0.5046	0.5046	1.0000	0				Proximity to ACTL6B associated with Intellectual developmental disorder with severe speech and ambulation defects (OMIM:618470): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ACTL6B Epileptic spasm (HP:0011097)-abnormal myelination (MP:0000920), 	
1040	ITGAV_AR	ITGAV	3685	AR	0.8478	0.0003	0.5046	0.0000	0.0000	0.4650	0.0000	0.5046	0.5046	1.0000	0		Epileptic spasm (HP:0011097)-intracerebral hemorrhage (MP:0001916), 		Proximity to PI4KA associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	KLF12_AR	KLF12	11278	AR	0.8478	0.0003	0.5004	0.0048	0.0000	0.2491	0.0000	0.5004	0.5004	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina inner nuclear layer morphology (MP:0003733), 		Proximity to MMACHC associated with Methylmalonic acidemia with homocystinuria, type cblC (ORPHA:79282): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to MMACHC Epileptic spasm (HP:0011097)-abnormal spinal cord morphology (MP:0000955), 	
1040	SOCS7_AD	SOCS7	30837	AD	0.8478	0.0003	0.5005	0.0047	0.0000	0.4087	0.0000	0.5005	0.5005	1.0000	0		Epileptic spasm (HP:0011097)-intracranial hemorrhage (MP:0001915), 		Proximity to TRIM8 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	LIPH_AR	LIPH	200879	AR	0.8478	0.0003	0.5004	0.0047	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to ATP2B1 associated with Intellectual developmental disorder, autosomal dominant 66 (OMIM:619910): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ATP2B1 Epileptic spasm (HP:0011097)-gliosis (MP:0002183), 	
1040	RPF2_AD	RPF2	84154	AD	0.8479	0.0003	0.5045	0.0000	0.0000	0.0000	0.0000	0.5045	0.5045	1.0000	0				Proximity to GAMT associated with Guanidinoacetate methyltransferase deficiency (ORPHA:382): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 		
1040	TNFAIP2_AR	TNFAIP2	7127	AR	0.8479	0.0003	0.5045	0.0000	0.0000	0.0000	0.0000	0.5045	0.5045	1.0000	0				Proximity to EXOC8 associated with ?Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy (OMIM:619076): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	CAMKK2_AR	CAMKK2	10645	AR	0.8480	0.0003	0.4798	0.0278	0.0000	0.4798	0.0000	0.0000	0.4798	1.0000	0		Epileptic spasm (HP:0011097)-abnormal long-term potentiation (MP:0002207), 				
1040	SREBF2_AR	SREBF2	6721	AR	0.8480	0.0003	0.5015	0.0033	0.0000	0.2271	0.0000	0.5015	0.5015	1.0000	0		Epileptic spasm (HP:0011097)-decreased brain cholesterol level (MP:0010161), 		Proximity to TBL1XR1 associated with Intellectual developmental disorder, autosomal dominant 41 (OMIM:616944): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	NTN1_AD	NTN1	9423	AD	0.8481	0.0003	0.5043	0.0000	0.0000	0.3234	0.0000	0.5043	0.5043	1.0000	0		Epileptic spasm (HP:0011097)-abnormal spinal cord central canal morphology (MP:0009688), 		Proximity to NTNG1 associated with Atypical Rett syndrome (ORPHA:3095): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	TKTL2_AD	TKTL2	84076	AD	0.8481	0.0003	0.5043	0.0000	0.0000	0.0000	0.0000	0.5043	0.5043	1.0000	0				Proximity to HK1 associated with Neurodevelopmental disorder with visual defects and brain anomalies (OMIM:618547): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	SSTR5_AD	SSTR5	6755	AD	0.8481	0.0003	0.5042	0.0000	0.0000	0.0000	0.0000	0.5042	0.5042	1.0000	0				Proximity to PDX1 associated with Isolated permanent neonatal diabetes mellitus (ORPHA:99885): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		Proximity to PDX1 Epileptic spasm (HP:0011097)-endocrine pancreas decreased functionality, abnormal (ZP:0010082), 
1040	CACNA2D1_AD	CACNA2D1	781	AD	0.8482	0.0003	0.5042	0.0000	0.6723	0.4877	0.0000	0.5042	0.6723	1.0000	0	Developmental and epileptic encephalopathy 110 (OMIM:620149): Epileptic spasm (HP:0011097)-Focal impaired awareness hemiclonic seizure (HP:0032799), 	Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 		Proximity to CACNA1B associated with Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements (OMIM:618497): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to CACNA1B Epileptic spasm (HP:0011097)-abnormal single cell response (MP:0003463), 	
1040	GNPDA1_AR	GNPDA1	10007	AR	0.8482	0.0003	0.5042	0.0000	0.0000	0.0000	0.0000	0.5042	0.5042	1.0000	0				Proximity to HK1 associated with Neurodevelopmental disorder with visual defects and brain anomalies (OMIM:618547): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	GFPT2_AR	GFPT2	9945	AR	0.8482	0.0003	0.5041	0.0000	0.0000	0.2344	0.0000	0.5041	0.5041	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina vasculature morphology (MP:0002792), 		Proximity to HK1 associated with Neurodevelopmental disorder with visual defects and brain anomalies (OMIM:618547): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	RYR1_AD	RYR1	6261	AD	0.8482	0.0003	0.5041	0.0000	0.0000	0.0000	0.4372	0.5041	0.5041	1.0000	0			Epileptic spasm (HP:0011097)-fast muscle cell myotome decreased functionality, abnormal (ZP:0008853), 	Proximity to CACNA1A associated with Developmental and epileptic encephalopathy 42 (OMIM:617106): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CACNA1A Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	Proximity to CACNA1A Epileptic spasm (HP:0011097)-motor neuron activation quality, abnormal (ZP:0018723), 
1040	PIP4K2A_AD	PIP4K2A	5305	AD	0.8483	0.0003	0.5040	0.0000	0.0000	0.0000	0.0000	0.5040	0.5040	1.0000	0				Proximity to PI4KA associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	GGT1_AR	GGT1	2678	AR	0.8483	0.0003	0.5040	0.0000	0.0000	0.0000	0.0000	0.5040	0.5040	1.0000	0				Proximity to GAD1 associated with Developmental and epileptic encephalopathy 89 (OMIM:619124): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GAD1 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	NOL10_AD	NOL10	79954	AD	0.8483	0.0003	0.5040	0.0000	0.0000	0.0000	0.0000	0.5040	0.5040	1.0000	0				Proximity to GAMT associated with Guanidinoacetate methyltransferase deficiency (ORPHA:382): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 		
1040	GTF2H1_AR	GTF2H1	2965	AR	0.8483	0.0003	0.5040	0.0000	0.0000	0.0000	0.0000	0.5040	0.5040	1.0000	0				Proximity to ERCC5 associated with Xeroderma pigmentosum, group G (OMIM:278780): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	COL4A4_AD	COL4A4	1286	AD	0.8483	0.0003	0.5040	0.0000	0.0000	0.0000	0.0000	0.5040	0.5040	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
1040	HS3ST3B1_AD	HS3ST3B1	9953	AD	0.8484	0.0003	0.5000	0.0044	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
1040	DISC1_AD	DISC1	27185	AD	0.8484	0.0003	0.5040	0.0000	0.0000	0.4798	0.0000	0.5040	0.5040	1.0000	0		Epileptic spasm (HP:0011097)-abnormal prepulse inhibition (MP:0003088), 		Proximity to KIF5A associated with Myoclonus, intractable, neonatal (OMIM:617235): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 	Proximity to KIF5A Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 	
1040	RAD52_AD	RAD52	5893	AD	0.8484	0.0003	0.5039	0.0000	0.0000	0.0000	0.0000	0.5039	0.5039	1.0000	0				Proximity to ERCC5 associated with Xeroderma pigmentosum, group G (OMIM:278780): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	COL23A1_AR	COL23A1	91522	AR	0.8484	0.0003	0.5039	0.0000	0.0000	0.0000	0.0000	0.5039	0.5039	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
1040	COL21A1_AR	COL21A1	81578	AR	0.8484	0.0003	0.5039	0.0000	0.0000	0.0000	0.0000	0.5039	0.5039	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
